Id,Target
v_4fr8ue0th4_0005,1 39.85 382.545 79.7 34.37 0;1 87.77 310.535 78.6 39.07 0;1 142.97 429.29 88.3 34.22 0;1 208.465 381.475 86.41 35.03 0;1 292.265 430.45 84.53 33.72 0;1 416.795 1010.115 86.75 36.55 0;1 426.845 384.875 83.13 33.43 0;1 447.245 480.395 83.53 33.41 0;1 470.38 430.005 88.7 35.03 0;1 606.49 428.845 86.38 30.71 0;1 610.88 382.82 80.9 32.76 0;1 793.975 228.805 81.51 34.05 0;1 829.54 384.95 89.8 31.32 0;1 831.945 458.285 83.21 33.87 357.02;1 829.52 315.41 73.1 33.82 0;1 836.655 555.995 77.93 33.35 53.4222;1 936.86 270.2 99.44 41.7 0;1 958.765 226.27 82.61 34.74 0.2;1 1093.865 313.78 87.45 36.56 0;1 1110.39 217.23 84.3 37.26 0;1 1185.055 264.75 68.55 32.62 0;1 1281.415 310.76 84.63 32.98 0;1 1316.355 212.975 91.05 40.07 0;1 1434.51 121.985 90 38.59 0;1 1450.33 314.84 91.72 34.22 0;1 1538.485 212.685 90.91 35.47 0;1 1559.28 262.415 91.94 37.97 0;1 1675.67 261.925 86.9 33.99 0;1 1727.505 310.635 86.35 34.01 0;1 1806.785 206.625 88.69 32.93 0;1 1838.785 430.77 80.17 29.42 0;4 639.185 474.49 80.77 32.26 0;4 1377.825 431.035 95.97 34.55 0;4 1805.35 261.35 95.8 35.62 0;7 200.395 480.755 142.73 43.23 0;7 589.195 1023.29 141.63 55.08 1.8;7 624.85 263.97 87.78 42.6 0;7 1077.235 468.185 80.47 29.73 359.3;7 1163.35 382.78 112.62 42.28 0;7 1350.855 259.76 107.99 46.2 0;7 1692.745 204.52 118.75 47.42 0;9 276.07 454.695 37.3 12.15 0.3;9 350.275 471.86 44.07 12 8.1;9 423.525 457.885 39.67 11.19 0.98
v_4fr8ue0th4_0006,1 44.655 383.185 82.89 34.37 0;1 64 310.91 78.6 39.06 0;1 145.73 429.41 88.3 34.22 0;1 214.12 381.535 86.4 35.03 0;1 296.61 430.475 84.54 33.73 0;1 421.785 1010.255 86.75 36.55 0;1 434.69 385.015 83.14 33.43 0;1 454.705 480.445 83.53 33.41 0;1 476.4 429.885 88.7 35.03 0;1 612.875 428.815 86.39 30.71 0;1 618.94 382.82 80.9 32.76 0;1 782.155 228.615 81.51 34.05 0.1;1 817.36 315.53 73.1 33.82 0;1 839.915 384.95 89.79 31.32 0;1 838.845 560.995 77.93 33.35 56.2778;1 843.025 457.725 83.21 33.87 357.2;1 926.07 270.37 99.02 41.36 0;1 949.165 226.59 82.61 34.74 0.2;1 1084.465 313.63 87.45 36.56 0;1 1104.11 217.33 84.3 37.26 0;1 1177.98 264.915 68.56 32.61 0;1 1273.055 310.835 84.63 32.97 0;1 1309.12 213.035 90.5 39.59 0;1 1423.965 121.93 90.01 38.58 0;1 1444.74 314.84 91.72 34.22 0;1 1533.925 212.605 90.91 35.47 0;1 1557.15 262.425 91.94 37.97 0;1 1674.41 261.885 86.9 33.99 0;1 1718.375 310.665 86.35 34.01 0;1 1807.03 206.625 88.7 32.93 0;1 1866.315 430.59 80.17 29.42 0;4 647.185 474.89 80.77 32.26 0;4 1399.635 430.965 95.97 34.55 0;4 1805.27 261.345 95.8 35.63 0;7 205.35 480.5 142.72 43.24 0;7 593.93 1023.77 141.62 55.08 1.8;7 612.1 263.86 87.32 42.62 0;7 1083.98 468.09 80.46 29.74 359.3;7 1173.455 382.445 112.61 42.27 0;7 1344.925 259.64 107.31 46.2 0;7 1692.695 204.5 118.75 47.42 0;9 286.61 455.505 37.3 12.15 0.45;9 358.2 473.24 44.08 12 7.8;9 428.15 458.205 39.44 11.11 1.12
v_4fr8ue0th4_0007,1 40.23 311.285 78.6 39.07 0;1 49.875 382.93 83.11 34.36 0;1 150.32 429.435 88.3 34.21 0;1 219.775 381.6 86.41 35.02 0;1 300.955 430.5 84.53 33.72 0;1 426.785 1010.395 86.75 36.55 0;1 442.535 385.155 83.13 33.43 0;1 462.17 480.495 83.52 33.41 0;1 482.41 429.755 88.7 35.03 0;1 619.26 428.795 86.38 30.71 0;1 627.01 382.82 80.9 32.76 0;1 770.335 228.425 81.51 34.05 0.2;1 805.195 315.65 73.11 33.82 0;1 841.035 565.995 77.93 33.35 59.1333;1 850.29 384.95 89.8 31.32 0;1 854.095 457.175 83.21 33.87 357.38;1 915.285 270.535 98.61 41.03 0;1 939.56 226.91 82.62 34.74 0.2;1 1075.055 313.49 87.45 36.56 0;1 1097.825 217.435 84.29 37.25 0;1 1170.91 265.08 68.56 32.62 0;1 1264.69 310.91 84.64 32.98 0;1 1301.89 213.085 89.94 39.11 0;1 1413.415 121.875 90.01 38.59 0;1 1439.15 314.84 91.72 34.22 0;1 1529.375 212.515 90.91 35.47 0;1 1553.405 261.855 91.93 37.97 0;1 1673.15 261.845 86.9 33.99 0;1 1709.245 310.685 86.35 34.01 0;1 1807.28 206.625 88.7 32.93 0;1 1886.91 429.87 66.18 29.42 0;4 655.18 475.29 80.78 32.26 0;4 1421.445 430.885 95.97 34.55 0;4 1805.19 261.34 95.8 35.62 0;7 211.185 480.7 142.73 43.24 0;7 598.25 1023.87 141.62 55.08 2.02;7 599.345 263.75 86.87 42.66 0;7 1091.69 468.09 80.46 29.74 359.3;7 1183.565 382.11 112.61 42.28 0;7 1338.99 259.51 106.62 46.2 0;7 1689.275 204.695 118.75 47.43 0;9 297.15 456.315 37.3 12.15 0.6;9 366.125 474.62 44.07 12 7.5;9 432.775 458.52 39.21 11.02 1.26
v_4fr8ue0th4_0008,1 26.95 311.285 53.9 39.07 0;1 55.095 382.675 83.33 34.37 0;1 154.9 429.46 88.3 34.22 0;1 225.43 381.665 86.4 35.03 0;1 305.295 430.52 84.53 33.72 0;1 431.785 1010.535 86.75 36.55 0;1 450.93 384.945 83.14 33.43 0;1 469.63 480.545 83.52 33.41 0;1 488.42 429.635 88.7 35.03 0;1 625.64 428.765 86.38 30.71 0;1 636.45 382.965 80.9 32.77 0;1 758.51 228.23 81.52 34.04 0.3;1 793.03 315.77 73.1 33.82 0;1 843.22 570.99 77.92 33.34 61.9889;1 860.665 384.95 89.79 31.32 0;1 865.175 456.615 83.21 33.87 357.56;1 904.5 270.705 98.18 40.69 0;1 929.955 227.23 82.61 34.74 0.2;1 1065.205 313.38 87.45 36.56 0;1 1091.54 217.54 84.3 37.26 0;1 1163.835 265.25 68.55 32.62 0;1 1256.33 310.985 84.64 32.97 0;1 1294.66 213.14 89.38 38.62 0;1 1402.865 121.815 90.01 38.59 0;1 1433.56 314.84 91.72 34.22 0;1 1524.825 212.435 90.91 35.47 0;1 1549.655 261.285 91.93 37.97 0;1 1671.88 261.805 86.9 33.99 0;1 1700.11 310.715 86.34 34.01 0;1 1807.53 206.625 88.7 32.93 0;1 1901.905 430.11 36.19 29.42 0;4 663.425 475.51 80.77 32.26 0.37;4 1443.255 430.815 95.97 34.55 0;4 1805.11 261.335 95.8 35.63 0;7 217.02 480.9 142.72 43.24 0;7 602.57 1023.965 141.62 55.09 2.24;7 586.59 263.64 86.42 42.68 0;7 1099.4 468.09 80.46 29.74 359.3;7 1193.675 381.78 112.61 42.28 0;7 1333.06 259.39 105.94 46.2 0;7 1685.865 204.885 118.75 47.43 0;9 307.69 457.125 37.3 12.15 0.75;9 374.05 475.995 44.08 11.99 7.2;9 437.4 458.84 38.98 10.94 1.4
v_4fr8ue0th4_0009,1 15.93 311.825 31.86 39.07 0;1 60.31 382.415 83.56 34.37 0;1 159.48 429.485 88.3 34.21 0;1 231.08 381.725 86.4 35.03 0;1 309.635 430.545 84.53 33.73 0;1 436.775 1010.675 86.75 36.55 0;1 459.325 384.74 83.13 33.44 0;1 477.095 480.595 83.53 33.41 0;1 494.44 429.505 88.7 35.03 0;1 632.03 428.735 86.38 30.71 0;1 645.89 383.115 80.9 32.77 0;1 746.685 228.035 81.51 34.05 0.4;1 780.87 315.89 73.1 33.82 0;1 845.405 575.985 77.93 33.35 64.8444;1 871.78 385.045 89.8 31.31 0;1 876.255 456.065 83.21 33.87 357.74;1 893.71 270.87 97.76 40.36 0;1 918.795 227.4 82.61 34.74 0.2;1 1055.365 313.27 87.45 36.56 0;1 1085.26 217.64 84.3 37.26 0;1 1156.765 265.41 68.55 32.62 0;1 1247.97 311.06 84.64 32.98 0;1 1287.425 213.195 88.83 38.15 0;1 1392.315 121.765 90.01 38.59 0;1 1427.97 314.84 91.72 34.22 0;1 1520.275 212.355 90.91 35.47 0;1 1545.91 260.715 91.94 37.97 0;1 1670.62 261.765 86.9 33.99 0;1 1690.975 310.745 86.35 34.01 0;1 1807.78 206.625 88.7 32.93 0;4 671.67 475.74 80.78 32.26 0.74;4 1465.065 430.735 95.97 34.55 0;4 1805.03 261.33 95.8 35.62 0;7 222.855 481.1 142.73 43.24 0;7 571.75 263.67 86.42 42.68 0;7 606.89 1024.06 141.62 55.08 2.46;7 1107.105 468.09 80.47 29.74 359.3;7 1205.395 381.65 112.61 42.28 0;7 1327.13 259.26 105.26 46.2 0;7 1682.45 205.08 118.74 47.42 0;9 318.23 457.935 37.3 12.15 0.9;9 381.975 477.375 44.07 11.99 6.9;9 441.99 458.87 38.98 10.94 1.4
v_4fr8ue0th4_0010,1 65.53 382.16 83.78 34.36 0;1 164.06 429.51 88.3 34.22 0;1 236.735 381.785 86.41 35.03 0;1 313.98 430.57 84.54 33.72 0;1 441.775 1010.815 86.75 36.55 0;1 467.725 384.53 83.13 33.44 0;1 484.555 480.635 83.53 33.41 0;1 500.45 429.385 88.7 35.03 0;1 638.41 428.705 86.38 30.71 0;1 655.33 383.26 80.9 32.76 0;1 734.865 227.845 81.51 34.05 0.5;1 768.7 316.01 73.1 33.82 0;1 847.595 580.985 77.93 33.35 67.7;1 882.92 271.04 97.34 40.02 0;1 882.89 385.145 89.8 31.31 0;1 887.325 455.505 83.21 33.87 357.92;1 907.635 227.565 82.61 34.73 0.2;1 1045.515 313.15 87.45 36.56 0;1 1078.975 217.745 84.29 37.25 0;1 1149.695 265.58 68.55 32.62 0;1 1239.61 311.135 84.64 32.97 0;1 1280.195 213.25 88.27 37.66 0;1 1381.765 121.705 90.01 38.59 0;1 1422.38 314.84 91.72 34.22 0;1 1515.72 212.265 90.92 35.47 0;1 1542.16 260.145 91.94 37.97 0;1 1669.36 261.715 86.9 33.99 0;1 1681.845 310.775 86.35 34.01 0;1 1808.02 206.625 88.7 32.93 0;4 679.915 475.96 80.77 32.26 1.11;4 1486.875 430.665 95.97 34.55 0;4 1804.95 261.325 95.8 35.63 0;7 228.69 481.295 142.72 43.23 0;7 556.915 263.705 86.41 42.69 0;7 611.21 1024.16 141.62 55.08 2.68;7 1114.815 468.09 80.47 29.74 359.3;7 1217.12 381.52 112.62 42.28 0;7 1319.61 259.57 105.26 46.2 0;7 1679.035 205.275 118.75 47.43 0;9 328.77 458.745 37.3 12.15 1.05;9 389.9 478.755 44.08 11.99 6.6;9 446.58 458.9 38.98 10.94 1.4
v_4fr8ue0th4_0011,1 70.75 381.905 84 34.37 0;1 168.65 429.53 88.3 34.22 0;1 243.24 381.865 86.4 35.03 0;1 318.325 430.595 84.53 33.73 0;1 446.775 1010.95 86.75 36.54 0;1 476.125 384.325 83.13 33.43 0;1 492.015 480.685 83.53 33.41 0;1 506.46 429.255 88.7 35.03 0;1 644.8 428.685 86.38 30.71 0;1 664.77 383.41 80.9 32.76 0;1 723.045 227.65 81.51 34.04 0.6;1 756.54 316.13 73.1 33.82 0;1 848.305 587.455 77.93 33.35 70.58;1 872.14 271.205 96.92 39.69 0;1 894.005 385.24 89.79 31.32 0;1 896.48 227.73 82.62 34.74 0.2;1 898.405 454.955 83.21 33.87 358.1;1 1035.665 313.04 87.45 36.56 0;1 1072.69 217.85 84.3 37.26 0;1 1141.075 265.785 68.55 32.61 0;1 1231.245 311.21 84.63 32.98 0;1 1272.965 213.305 87.71 37.19 0;1 1371.215 121.65 90.01 38.58 0;1 1414.77 315.055 91.72 34.21 0;1 1509.005 212.465 90.91 35.47 0;1 1538.22 260.53 91.94 37.96 0;1 1668.09 261.675 86.9 33.99 0;1 1672.875 310.725 86.35 34.01 0;1 1807.65 206.645 88.7 32.93 0;4 688.155 476.18 80.77 32.26 1.48;4 1508.685 430.595 95.97 34.55 0;4 1804.87 261.32 95.8 35.62 0;7 234.53 481.495 142.72 43.23 0;7 542.075 263.74 86.41 42.68 0;7 615.53 1024.25 141.62 55.08 2.9;7 1122.525 468.09 80.47 29.74 359.3;7 1228.845 381.39 112.61 42.28 0;7 1312.08 259.87 105.26 46.2 0;7 1675.62 205.47 118.74 47.42 0;9 339.31 459.55 37.3 12.14 1.2;9 397.825 480.13 44.07 12 6.3;9 451.17 458.93 38.98 10.94 1.4
v_4fr8ue0th4_0012,1 75.965 381.645 84.23 34.37 0;1 173.23 429.555 88.3 34.21 0;1 249.745 381.945 86.41 35.03 0;1 322.665 430.62 84.53 33.72 0;1 451.59 1010.95 86.76 36.54 0;1 485.005 384.325 83.13 33.43 0;1 499.475 480.735 83.53 33.41 0;1 512.48 429.135 88.7 35.03 0;1 652.04 428.705 86.38 30.71 0;1 674.21 383.56 80.9 32.76 0;1 711.225 227.455 81.51 34.05 0.7;1 744.375 316.25 73.11 33.82 0;1 849.005 593.925 77.93 33.35 73.46;1 861.35 271.375 96.5 39.35 0;1 885.32 227.9 82.62 34.74 0.2;1 905.12 385.335 89.8 31.31 0;1 911.175 454.145 83.21 33.87 357.93;1 1025.815 312.93 87.45 36.56 0;1 1066.41 217.95 84.3 37.26 0;1 1132.445 265.99 68.55 32.62 0;1 1222.885 311.28 84.63 32.98 0;1 1265.73 213.36 87.16 36.7 0;1 1360.67 121.595 90 38.59 0;1 1407.16 315.27 91.72 34.22 0;1 1502.295 212.655 90.91 35.47 0;1 1534.285 260.91 91.93 37.96 0;1 1663.905 310.685 86.35 34.01 0;1 1666.83 261.635 86.9 33.99 0;1 1807.28 206.665 88.7 32.93 0;4 696.405 476.4 80.77 32.26 1.85;4 1530.495 430.515 95.97 34.55 0;4 1804.79 261.315 95.8 35.63 0;7 240.365 481.695 142.73 43.23 0;7 527.235 263.77 86.41 42.68 0;7 619.89 1024.73 141.62 55.08 3.25;7 1130.235 468.09 80.47 29.74 359.3;7 1240.565 381.26 112.61 42.28 0;7 1304.56 260.18 105.26 46.2 0;7 1672.205 205.665 118.75 47.43 0;9 349.06 460.5 37.3 12.08 1.36;9 405.75 481.51 44.08 12 6;9 455.76 458.96 38.98 10.94 1.4
v_4fr8ue0th4_0013,1 81.185 381.39 84.45 34.36 0;1 177.81 429.58 88.3 34.22 0;1 256.25 382.015 86.4 35.03 0;1 327.005 430.645 84.53 33.73 0;1 456.405 1010.95 86.75 36.54 0;1 493.885 384.325 83.13 33.43 0;1 507.875 480.755 83.53 33.41 0;1 518.49 429.01 88.7 35.02 0;1 659.29 428.735 86.38 30.71 0;1 683.65 383.71 80.9 32.76 0;1 699.4 227.265 81.52 34.05 0.8;1 732.21 316.37 73.1 33.82 0;1 848.275 271.405 96.51 39.35 0;1 849.715 600.395 77.93 33.35 76.34;1 874.16 228.065 82.62 34.73 0.2;1 916.23 385.435 89.8 31.31 0;1 923.945 453.345 83.21 33.87 357.76;1 1015.965 312.82 87.45 36.56 0;1 1060.13 218.06 84.3 37.26 0;1 1123.815 266.2 68.55 32.62 0;1 1213.555 311.245 83.89 32.97 0;1 1258.5 213.415 86.6 36.23 0;1 1350.125 121.54 90.01 38.58 0;1 1399.55 315.485 91.72 34.21 0;1 1495.58 212.845 90.92 35.47 0;1 1530.345 261.29 91.93 37.96 0;1 1654.935 310.64 86.35 34 0;1 1665.57 261.595 86.9 33.99 0;1 1806.91 206.68 88.7 32.94 0;4 704.645 476.62 80.77 32.26 2.22;4 1552.305 430.445 95.97 34.55 0;4 1804.71 261.305 95.8 35.63 0;7 246.045 481.12 142.73 43.24 0;7 512.4 263.8 86.42 42.68 0;7 624.245 1025.21 141.63 55.08 3.6;7 1137.945 468.09 80.47 29.74 359.3;7 1252.29 381.135 112.62 42.27 0;7 1297.04 260.48 105.26 46.2 0;7 1668.79 205.86 118.74 47.42 0;9 358.815 461.445 37.29 12.03 1.52;9 413.675 482.89 44.07 12 5.7;9 460.35 458.99 38.98 10.94 1.4
v_4fr8ue0th4_0014,1 86.405 381.135 84.67 34.37 0;1 182.39 429.605 88.3 34.21 0;1 262.76 382.095 86.4 35.03 0;1 331.355 430.665 84.53 33.73 0;1 461.225 1010.95 86.75 36.54 0;1 502.775 384.325 83.13 33.43 0;1 516.27 480.785 83.52 33.41 0;1 524.5 428.885 88.7 35.03 0;1 666.535 428.765 86.39 30.71 0;1 687.575 227.075 81.51 34.05 0.9;1 693.08 383.86 80.9 32.76 0;1 720.05 316.49 73.1 33.82 0;1 835.2 271.435 96.5 39.35 0;1 850.415 606.865 77.93 33.35 79.22;1 863 228.23 82.62 34.74 0.2;1 927.345 385.525 89.79 31.31 0;1 936.715 452.535 83.21 33.87 357.59;1 1006.115 312.71 87.45 36.56 0;1 1057.63 218.2 84.3 37.26 0;1 1115.195 266.41 68.55 32.62 0;1 1204.225 311.21 83.15 32.98 0;1 1251.48 213.545 86.6 36.49 0;1 1339.575 121.485 90.01 38.59 0;1 1391.935 315.7 91.73 34.22 0;1 1488.865 213.035 90.91 35.47 0;1 1526.405 261.675 91.93 37.97 0;1 1645.965 310.595 86.35 34.01 0;1 1664.305 261.555 86.89 33.99 0;1 1806.54 206.695 88.7 32.93 0;4 712.895 476.85 80.77 32.26 2.59;4 1574.115 430.365 95.97 34.55 0;4 1802.76 261.225 95.8 35.63 0;7 251.725 480.545 142.73 43.23 0;7 497.56 263.83 86.42 42.68 0;7 628.6 1025.69 141.62 55.08 3.95;7 1145.65 468.09 80.46 29.74 359.3;7 1264.015 381.005 112.61 42.27 0;7 1289.515 260.79 105.25 46.2 0;7 1665.375 206.055 118.75 47.43 0;9 368.57 462.385 37.3 11.97 1.68;9 421.6 484.27 44.08 12 5.4;9 464.94 459.02 38.98 10.94 1.4
v_4fr8ue0th4_0015,1 26.55 435.445 53.1 27.17 0;1 91.62 380.875 84.9 34.37 0;1 186.98 429.63 88.3 34.22 0;1 269.265 382.175 86.41 35.03 0;1 335.695 430.69 84.53 33.72 0;1 466.045 1010.95 86.75 36.54 0;1 511.655 384.325 83.13 33.43 0;1 524.665 480.805 83.53 33.41 0;1 530.95 429.175 88.7 35.03 0;1 673.78 428.795 86.38 30.71 0;1 674.695 226.825 81.51 34.05 0.9;1 702.52 384.005 80.9 32.77 0;1 707.88 316.61 73.1 33.82 0;1 822.13 271.46 96.5 39.36 0;1 851.84 228.4 82.62 34.74 0.2;1 851.125 613.335 77.93 33.35 82.1;1 938.46 385.625 89.8 31.31 0;1 949.485 451.735 83.21 33.87 357.42;1 996.275 312.6 87.45 36.56 0;1 1055.14 218.345 84.3 37.25 0;1 1106.565 266.615 68.55 32.61 0;1 1194.9 311.17 82.4 32.98 0;1 1244.45 213.675 86.6 36.75 0;1 1329.025 121.43 90.01 38.58 0;1 1384.32 315.915 91.72 34.21 0;1 1482.155 213.235 90.91 35.47 0;1 1522.47 262.055 91.94 37.97 0;1 1636.995 310.555 86.35 34.01 0;1 1660.2 261.495 86.9 33.99 0;1 1806.17 206.715 88.7 32.93 0;4 721.135 477.07 80.77 32.26 2.96;4 1597.075 430.145 96.43 34.55 0;4 1800.81 261.14 95.8 35.62 0;7 257.41 479.97 142.72 43.24 0;7 482.72 263.865 86.42 42.69 0;7 632.96 1026.17 141.62 55.08 4.3;7 1153.36 468.09 80.46 29.74 359.3;7 1275.735 380.88 112.61 42.28 0;7 1281.99 261.09 105.26 46.2 0;7 1661.965 206.245 118.75 47.43 0;9 378.325 463.33 37.29 11.92 1.84;9 429.69 485.145 43.78 11.99 5.07;9 469.53 459.05 38.98 10.94 1.4
v_4fr8ue0th4_0016,1 28.09 435.445 56.18 27.17 0;1 96.84 380.62 85.12 34.36 0;1 191.56 429.65 88.3 34.22 0;1 275.77 382.255 86.4 35.03 0;1 341.33 430.69 84.44 33.72 0;1 470.865 1010.95 86.75 36.54 0;1 520.535 384.325 83.13 33.43 0;1 533.065 480.835 83.53 33.41 0;1 537.4 429.465 88.7 35.03 0;1 661.815 226.575 81.51 34.05 0.9;1 681.025 428.825 86.39 30.71 0;1 694.2 316.48 73.1 33.82 0;1 711.96 384.155 80.9 32.77 0;1 809.05 271.485 96.5 39.35 0;1 840.685 228.565 82.61 34.73 0.2;1 851.085 620.145 77.93 33.35 83.86;1 949.57 385.725 89.8 31.31 0;1 962.255 450.925 83.21 33.87 357.25;1 986.425 312.49 87.45 36.56 0;1 1052.64 218.49 84.3 37.26 0;1 1097.94 266.82 68.56 32.62 0;1 1185.57 311.135 81.66 32.97 0;1 1237.43 213.805 86.6 37.01 0;1 1318.925 121.3 89.53 38.58 0;1 1376.71 316.13 91.72 34.22 0;1 1475.445 213.425 90.91 35.47 0;1 1518.53 262.435 91.94 37.97 0;1 1628.03 310.505 86.34 34.01 0;1 1656.09 261.445 86.9 33.99 0;1 1805.8 206.735 88.7 32.93 0;4 729.385 477.29 80.77 32.26 3.33;4 1620.035 429.93 96.89 34.54 0;4 1798.86 261.06 95.8 35.62 0;7 263.09 479.395 142.72 43.23 0;7 467.88 263.9 86.42 42.68 0;7 637.32 1026.65 141.62 55.08 4.65;7 1161.065 468.09 80.47 29.74 359.3;7 1274.47 261.4 105.26 46.2 0;7 1287.46 380.75 112.62 42.28 0;7 1658.545 206.44 118.75 47.42 0;9 388.075 464.27 37.29 11.86 2;9 437.77 486.02 43.48 12 4.74;9 474.12 459.08 38.98 10.94 1.4
v_4fr8ue0th4_0017,1 29.63 435.445 59.26 27.17 0;1 103.65 380.745 85.12 34.37 0;1 196.77 429.655 88.3 34.21 0;1 282.275 382.325 86.41 35.03 0;1 346.975 430.69 84.35 33.72 0;1 475.675 1010.95 86.75 36.54 0;1 529.425 384.325 83.13 33.43 0;1 543.85 429.755 88.7 35.03 0;1 541.465 480.855 83.53 33.41 0;1 648.935 226.325 81.51 34.05 0.9;1 680.52 316.36 73.1 33.82 0;1 688.27 428.845 86.38 30.71 0;1 721.4 384.3 80.9 32.76 0;1 795.98 271.515 96.5 39.35 0;1 829.525 228.73 82.61 34.74 0.2;1 851.045 626.955 77.93 33.35 85.62;1 960.685 385.815 89.79 31.31 0;1 976.575 312.37 87.45 36.56 0;1 975.02 450.125 83.2 33.87 357.08;1 1050.15 218.63 84.3 37.26 0;1 1089.315 267.03 68.55 32.62 0;1 1176.245 311.1 80.91 32.98 0;1 1230.4 213.935 86.6 37.27 0;1 1308.82 121.175 89.04 38.59 0;1 1369.1 316.345 91.72 34.21 0;1 1468.73 213.615 90.92 35.47 0;1 1512.39 262.585 91.94 37.97 0;1 1619.06 310.465 86.34 34.01 0;1 1651.98 261.385 86.9 33.99 0;1 1805.43 206.755 88.7 32.93 0;4 737.625 477.51 80.77 32.26 3.7;4 1642.995 429.715 97.35 34.55 0;4 1796.91 260.975 95.8 35.63 0;7 269.23 479.515 142.14 43.23 0;7 453.04 263.93 86.42 42.68 0;7 641.68 1027.13 141.62 55.08 5;7 1169.29 467.96 80.46 29.74 359.3;7 1266.95 261.7 105.26 46.2 0;7 1299.185 380.62 112.61 42.28 0;7 1653.135 206.385 118.75 47.43 0;9 397.825 465.215 37.29 11.81 2.16;9 445.855 486.89 43.19 12 4.41;9 478.71 459.11 38.98 10.94 1.4
v_4fr8ue0th4_0018,1 31.17 435.445 62.34 27.17 0;1 110.46 380.875 85.12 34.37 0;1 201.97 429.655 88.3 34.21 0;1 288.78 382.405 86.4 35.03 0;1 352.615 430.69 84.25 33.72 0;1 480.285 1011.215 86.75 36.55 0;1 538.305 384.325 83.13 33.43 0;1 550.3 430.045 88.7 35.03 0;1 549.86 480.88 83.52 33.42 0;1 636.055 226.075 81.51 34.05 0.9;1 666.835 316.23 73.11 33.82 0;1 695.515 428.875 86.39 30.71 0;1 732.22 384.265 80.9 32.77 0;1 782.9 271.545 96.5 39.35 0;1 818.365 228.9 82.61 34.74 0.2;1 851.015 633.765 77.93 33.35 87.38;1 964.795 312.49 87.45 36.56 0;1 971.8 385.915 89.8 31.31 0;1 987.79 449.315 83.2 33.87 356.91;1 1047.65 218.78 84.3 37.26 0;1 1080.685 267.235 68.55 32.61 0;1 1166.915 311.06 80.17 32.98 0;1 1223.38 214.065 86.6 37.53 0;1 1298.72 121.045 88.56 38.59 0;1 1361.49 316.56 91.72 34.22 0;1 1462.015 213.81 90.91 35.46 0;1 1506.255 262.735 91.93 37.97 0;1 1610.095 310.415 86.35 34.01 0;1 1647.87 261.335 86.9 33.99 0;1 1805.06 206.775 88.7 32.93 0;4 744.67 478.96 79.74 32.26 5.525;4 1665.95 429.495 97.82 34.55 0;4 1794.96 260.89 95.8 35.62 0;7 275.38 479.635 141.56 43.23 0;7 438.2 263.96 86.42 42.68 0;7 646.055 1027.96 140.53 55.08 5.675;7 1177.515 467.835 80.47 29.73 359.3;7 1259.42 262.01 105.26 46.2 0;7 1310.91 380.49 112.62 42.28 0;7 1647.72 206.33 118.74 47.42 0;9 407.585 466.155 37.29 11.75 2.32;9 453.935 487.77 42.89 12 4.08;9 483.3 459.14 38.98 10.94 1.4
v_4fr8ue0th4_0019,1 32.71 435.45 65.42 27.16 0;1 117.27 381.005 85.12 34.37 0;1 207.18 429.655 88.3 34.21 0;1 295.285 382.485 86.41 35.03 0;1 358.255 430.69 84.17 33.72 0;1 484.885 1011.485 86.75 36.55 0;1 547.185 384.325 83.13 33.43 0;1 556.75 430.335 88.7 35.03 0;1 558.255 480.905 83.53 33.41 0;1 623.175 225.825 81.51 34.05 0.9;1 653.15 316.1 73.1 33.82 0;1 702.76 428.905 86.38 30.71 0;1 743.03 384.23 80.9 32.76 0;1 769.83 271.57 96.5 39.36 0;1 805.205 228.98 82.61 34.74 0.2;1 850.975 640.575 77.93 33.35 89.14;1 953.015 312.6 87.45 36.56 0;1 982.59 385.625 89.8 31.31 0;1 1000.56 448.515 83.2 33.87 356.74;1 1045.16 218.92 84.3 37.26 0;1 1072.065 267.44 68.55 32.62 0;1 1157.585 311.025 79.43 32.97 0;1 1216.36 214.195 86.6 37.79 0;1 1288.62 120.915 88.08 38.59 0;1 1353.88 316.775 91.72 34.21 0;1 1455.305 214.005 90.91 35.47 0;1 1500.12 262.885 91.94 37.97 0;1 1601.125 310.375 86.35 34.01 0;1 1643.76 261.275 86.9 33.99 0;1 1804.69 206.79 88.7 32.94 0;4 751.715 480.42 78.71 32.26 7.35;4 1688.91 429.275 98.28 34.55 0;4 1793.01 260.81 95.8 35.62 0;7 281.525 479.755 140.97 43.23 0;7 421.49 263.96 86.42 42.68 0;7 650.44 1028.785 139.44 55.09 6.35;7 1185.735 467.705 80.47 29.73 359.3;7 1251.9 262.315 105.26 46.21 0;7 1323.805 380.49 112.61 42.28 0;7 1642.305 206.275 118.75 47.43 0;9 417.335 467.105 37.29 11.69 2.48;9 462.02 488.64 42.6 12 3.75;9 489.11 459.5 38.98 10.94 1.61
